# vsname:imis_fka_2
# query:select rh, ta, rswr, pk, timed from imis_fka_2 where  timed > 1420066800000 and  timed <= 1428876000000 order by timed desc 
# altitude:2425
# name:imis_fka_2
# latitude:46.5766808291
# exposition:N/A
# longitude:8.4213608918
# geographical:Furka, Galenbodmen
# slope:0
# description:imis station fka_2
# time,rh,ta,rswr
# ,%,°C,W/m²
1425582000000,92.3,-14.5,5.0
1425583800000,92.0,-14.5,5.0
1425585600000,92.0,-14.4,5.0
1425587400000,92.0,-14.1,5.0
1425589200000,92.0,-14.1,5.0
1425591000000,92.0,-14.2,5.0
1425592800000,92.0,-14.4,4.0
1425594600000,92.0,-14.9,4.0
1425596400000,91.7,-14.9,4.0
1425598200000,91.0,-14.7,4.0
1425600000000,89.0,-14.6,4.0
1425601800000,79.3,-13.3,4.0
1425603600000,67.3,-12.3,5.0
1425605400000,59.7,-12.0,4.0
1425607200000,56.7,-11.9,4.0
1425609000000,49.7,-11.1,4.0
1425610800000,42.3,-11.2,4.0
1425612600000,39.0,-11.0,4.0
1425614400000,35.3,-10.5,4.0
1425616200000,35.7,-10.0,4.0
1425618000000,37.0,-9.8,5.0
1425619800000,38.7,-9.0,21.0
1425621600000,41.3,-8.2,139.0
1425623400000,42.0,-7.2,236.0
1425625200000,41.7,-7.1,327.0
1425627000000,43.7,-6.1,410.0
1425628800000,43.3,-5.2,483.0
1425630600000,45.7,-5.1,546.0
1425632400000,45.3,-4.1,594.0
1425634200000,45.3,-3.9,635.0
1425636000000,46.7,-3.9,659.0
1425637800000,48.0,-3.6,673.0
1425639600000,47.3,-2.9,673.0
1425641400000,47.7,-2.8,657.0
1425643200000,47.3,-2.1,629.0
1425645000000,41.7,0.1,584.0
1425646800000,39.7,0.7,531.0
1425648600000,46.3,-1.5,471.0
1425650400000,46.0,-2.3,400.0
1425652200000,50.7,-2.8,317.0
1425654000000,55.0,-3.2,158.0
1425655800000,58.0,-3.8,37.0
1425657600000,54.0,-4.0,26.0
1425659400000,43.3,-3.4,13.0
1425661200000,36.0,-2.8,7.0
1425663000000,25.0,-2.1,7.0
1425664800000,34.0,-3.7,7.0
1425666600000,32.0,-3.5,6.0
1425668400000,16.7,-1.5,7.0
1425670200000,18.0,-1.8,7.0
1425672000000,18.7,-1.8,5.0
1425673800000,18.0,-1.9,5.0
1425675600000,29.7,-3.7,4.0
1425677400000,17.7,-1.8,5.0
1425679200000,14.0,-0.9,6.0
1425681000000,15.0,-0.5,5.0
1425682800000,14.7,0.0,5.0
1425684600000,18.0,-0.6,7.0
1425686400000,15.3,0.3,6.0
1425688200000,17.7,-1.0,5.0
1425690000000,15.0,0.2,6.0
1425691800000,16.7,-0.2,5.0
1425693600000,18.3,-0.7,6.0
1425695400000,16.7,-0.2,5.0
1425697200000,15.7,-0.6,6.0
1425699000000,14.0,-0.7,4.0
1425700800000,12.3,-0.9,6.0
1425702600000,12.0,-1.6,5.0
1425704400000,10.7,-1.4,6.0
1425706200000,11.0,-1.1,32.0
1425708000000,11.7,-0.5,142.0
1425709800000,13.3,-0.9,230.0
1425711600000,12.0,-0.2,301.0
1425713400000,18.7,-1.9,390.0
1425715200000,18.3,-1.2,453.0
1425717000000,22.3,-1.8,425.0
1425718800000,22.0,-0.9,550.0
1425720600000,23.0,-0.3,587.0
1425722400000,21.3,0.3,637.0
1425724200000,22.3,1.0,672.0
1425726000000,18.0,1.4,666.0
1425727800000,21.7,1.2,624.0
1425729600000,20.0,1.0,607.0
1425731400000,15.7,1.2,576.0
1425733200000,21.0,0.3,501.0
1425735000000,20.3,0.4,454.0
1425736800000,19.3,0.4,369.0
1425738600000,20.7,-0.4,245.0
1425740400000,18.7,-0.6,152.0
1425742200000,16.0,-0.5,35.0
1425744000000,16.3,-0.8,26.0
1425745800000,14.7,-0.7,11.0
1425747600000,16.3,-1.1,6.0
1425749400000,18.0,-1.3,5.0
1425751200000,13.0,-0.6,5.0
1425753000000,11.3,0.3,4.0
1425754800000,13.3,0.0,5.0
1425756600000,14.3,-0.5,5.0
1425758400000,13.3,0.0,6.0
1425760200000,14.0,0.3,7.0
1425762000000,14.3,0.4,7.0
1425763800000,13.0,0.4,7.0
1425765600000,12.0,0.4,6.0
1425767400000,13.0,-0.5,4.0
1425769200000,13.3,-1.0,3.0
1425771000000,14.3,-1.1,3.0
1425772800000,12.7,-0.6,3.0
1425774600000,11.0,-0.3,3.0
1425776400000,10.0,0.3,3.0
1425778200000,10.7,0.1,3.0
1425780000000,11.3,0.5,3.0
1425781800000,14.0,0.9,3.0
1425783600000,14.7,1.2,3.0
1425785400000,15.7,1.6,3.0
1425787200000,17.3,0.6,3.0
1425789000000,18.3,-0.1,3.0
1425790800000,19.3,-0.1,6.0
1425792600000,20.0,0.2,34.0
1425794400000,21.7,0.1,119.0
1425796200000,24.0,0.3,211.0
1425798000000,25.0,0.9,310.0
1425799800000,25.0,1.8,388.0
1425801600000,24.0,2.5,458.0
1425803400000,23.0,3.5,524.0
1425805200000,24.0,3.6,572.0
1425807000000,23.0,3.7,608.0
1425808800000,24.7,3.5,615.0
1425810600000,24.7,3.8,633.0
1425812400000,27.3,3.3,612.0
1425814200000,27.3,3.6,574.0
1425816000000,27.0,3.4,573.0
1425817800000,28.0,3.0,496.0
1425819600000,26.0,2.9,455.0
1425821400000,27.7,2.7,382.0
1425823200000,32.7,1.7,336.0
1425825000000,33.3,1.2,267.0
1425826800000,36.7,0.5,165.0
1425828600000,37.0,0.2,78.0
1425830400000,39.7,-0.6,44.0
1425832200000,41.3,-1.0,11.0
1425834000000,37.3,-0.3,5.0
1425835800000,29.0,0.9,5.0
1425837600000,28.7,0.7,6.0
1425839400000,24.7,1.5,6.0
1425841200000,29.3,0.2,5.0
1425843000000,32.3,-0.4,5.0
1425844800000,34.3,-0.7,5.0
1425846600000,32.3,-0.4,5.0
1425848400000,27.3,1.2,5.0
1425850200000,26.0,1.3,3.0
1425852000000,24.0,1.6,4.0
1425853800000,22.0,1.7,6.0
1425855600000,21.3,1.8,4.0
1425857400000,21.7,1.6,5.0
1425859200000,22.7,1.3,4.0
1425861000000,22.7,1.5,3.0
1425862800000,25.0,0.9,3.0
1425864600000,26.3,0.4,3.0
1425866400000,29.0,0.2,3.0
1425868200000,30.3,0.4,6.0
1425870000000,29.7,-0.7,5.0
1425871800000,30.3,-1.0,5.0
1425873600000,31.3,-0.7,5.0
1425875400000,32.3,-1.4,5.0
1425877200000,32.3,-1.4,8.0
1425879000000,34.0,-2.1,23.0
1425880800000,32.0,-2.3,81.0
1425882600000,29.0,-1.6,198.0
1425884400000,30.3,-1.6,222.0
1425886200000,27.7,0.7,369.0
1425888000000,26.0,1.9,457.0
1425889800000,24.7,2.4,527.0
1425891600000,26.7,1.9,584.0
1425893400000,30.0,1.3,609.0
1425895200000,23.7,0.8,635.0
1425897000000,21.3,0.6,640.0
1425898800000,20.3,0.6,643.0
1425900600000,22.7,0.7,646.0
1425902400000,29.3,0.6,616.0
1425904200000,32.3,0.7,579.0
1425906000000,34.0,1.0,528.0
1425907800000,35.7,0.8,463.0
1425909600000,35.0,1.0,397.0
1425911400000,37.7,0.6,215.0
1425913200000,38.7,-0.3,77.0
1425915000000,38.7,-0.2,39.0
1425916800000,38.3,0.3,31.0
1425918600000,38.7,0.4,11.0
1425920400000,37.3,0.9,4.0
1425922200000,36.0,1.1,7.0
1425924000000,36.3,0.7,6.0
1425925800000,37.7,-0.5,3.0
1425927600000,36.0,-0.2,3.0
1425929400000,34.3,0.0,5.0
1425931200000,35.0,-0.1,6.0
1425933000000,33.7,-0.6,3.0
1425934800000,32.3,-0.1,5.0
1425936600000,33.7,0.1,4.0
1425938400000,33.3,-0.2,3.0
1425940200000,32.7,-0.2,4.0
1425942000000,33.3,-0.7,4.0
1425943800000,35.7,-1.4,3.0
1425945600000,36.0,-1.5,4.0
1425947400000,37.0,-1.9,3.0
1425949200000,38.7,-2.6,3.0
1425951000000,38.3,-2.4,5.0
1425952800000,37.7,-2.2,6.0
1425954600000,37.3,-2.2,7.0
1425956400000,37.0,-2.3,5.0
1425958200000,34.3,-1.7,6.0
1425960000000,32.0,-1.5,6.0
1425961800000,29.3,-1.5,6.0
1425963600000,20.0,-1.4,11.0
1425965400000,18.3,-1.2,66.0
1425967200000,24.3,-1.1,159.0
1425969000000,31.0,-1.3,253.0
1425970800000,31.3,-1.0,328.0
1425972600000,28.7,-0.4,404.0
1425974400000,30.7,-0.6,479.0
1425976200000,36.7,-1.0,532.0
1425978000000,37.3,-1.2,588.0
1425979800000,38.3,-0.8,617.0
1425981600000,35.3,-0.1,636.0
1425983400000,41.3,-1.1,655.0
1425985200000,37.3,-0.4,659.0
1425987000000,37.7,-0.8,651.0
1425988800000,38.0,-0.7,611.0
1425990600000,38.3,-0.6,540.0
1425992400000,37.7,0.3,360.0
1425994200000,39.0,-0.4,312.0
1425996000000,38.3,-1.1,247.0
1425997800000,39.0,-1.1,209.0
1425999600000,40.7,-1.5,178.0
1426001400000,43.3,-2.1,88.0
1426003200000,42.0,-2.4,38.0
1426005000000,42.0,-2.3,13.0
1426006800000,42.7,-2.9,5.0
1426008600000,45.3,-3.2,5.0
1426010400000,45.0,-3.3,5.0
1426012200000,47.0,-3.5,4.0
1426014000000,51.0,-3.7,4.0
1426015800000,49.3,-3.8,4.0
1426017600000,55.3,-4.2,5.0
1426019400000,58.0,-4.3,4.0
1426021200000,42.3,-3.0,6.0
1426023000000,60.0,-4.1,4.0
1426024800000,62.3,-3.9,5.0
1426026600000,55.3,-3.4,4.0
1426028400000,54.3,-2.7,6.0
1426030200000,54.3,-1.3,7.0
1426032000000,61.0,-2.1,6.0
1426033800000,61.7,-2.0,6.0
1426035600000,64.3,-3.6,6.0
1426037400000,72.7,-4.7,4.0
1426039200000,75.0,-5.0,6.0
1426041000000,79.0,-5.1,5.0
1426042800000,80.0,-4.6,5.0
1426044600000,78.7,-3.3,6.0
1426046400000,77.3,-2.8,8.0
1426048200000,76.7,-2.9,7.0
1426050000000,69.0,-2.4,13.0
1426051800000,63.0,-2.2,44.0
1426053600000,59.0,-1.8,155.0
1426055400000,64.7,-2.9,250.0
1426057200000,67.7,-3.5,332.0
1426059000000,71.0,-3.7,420.0
1426060800000,73.7,-4.5,404.0
1426062600000,61.3,-3.1,516.0
1426064400000,36.7,-1.2,616.0
1426066200000,27.0,-0.7,662.0
1426068000000,27.7,-0.8,687.0
1426069800000,24.3,-0.4,707.0
1426226400000,27.3,-5.3,161.0
1426228200000,32.0,-5.3,263.0
1426230000000,31.0,-4.8,347.0
1426231800000,30.0,-3.6,425.0
1426233600000,38.3,-4.7,495.0
1426235400000,42.7,-4.6,549.0
1426237200000,43.0,-3.6,596.0
1426239000000,47.0,-4.7,627.0
1426240800000,38.7,-2.3,648.0
1426242600000,37.3,-2.3,655.0
1426244400000,37.3,-2.4,654.0
1426246200000,35.0,-2.1,641.0
1426248000000,38.3,-2.2,614.0
1426249800000,36.3,-2.7,572.0
1426251600000,35.0,-1.1,522.0
1426253400000,47.7,-3.9,479.0
1426255200000,45.3,-4.4,406.0
1426257000000,45.7,-3.5,259.0
1426258800000,50.3,-5.5,182.0
1426260600000,52.7,-6.0,78.0
1426264200000,53.3,-6.8,16.0
1426266000000,52.7,-7.1,6.0
1426267800000,52.7,-7.1,5.0
1426269600000,53.7,-7.5,4.0
1426271400000,54.7,-7.5,5.0
1426273200000,57.0,-7.3,6.0
1426275000000,56.3,-7.0,8.0
1426276800000,53.0,-6.8,7.0
1426278600000,53.0,-6.8,7.0
1426280400000,52.7,-6.7,8.0
1426282200000,55.3,-6.7,8.0
1426284000000,55.7,-6.3,8.0
1426285800000,57.0,-6.6,8.0
1426287600000,59.0,-6.8,8.0
1426289400000,60.3,-6.6,8.0
1426291200000,64.3,-7.5,7.0
1426293000000,66.0,-7.3,8.0
1426294800000,67.0,-7.3,8.0
1426296600000,70.0,-7.5,8.0
1426298400000,71.3,-7.3,8.0
1426300200000,72.3,-7.3,8.0
1426302000000,73.3,-7.3,8.0
1426303800000,72.3,-7.1,8.0
1426305600000,73.7,-7.3,8.0
1426307400000,74.7,-7.7,8.0
1426309200000,75.3,-7.9,15.0
1426311000000,75.0,-7.6,44.0
1426312800000,72.7,-7.3,100.0
1426314600000,69.7,-7.0,154.0
1426316400000,68.3,-6.5,215.0
1426318200000,67.7,-6.5,312.0
1426320000000,58.0,-4.2,446.0
1426321800000,60.3,-5.3,544.0
1426323600000,63.0,-4.9,514.0
1426325400000,63.7,-4.8,518.0
1426327200000,62.0,-4.3,611.0
1426329000000,64.3,-4.6,690.0
1426330800000,69.7,-5.2,593.0
1426332600000,73.7,-5.5,598.0
1426334400000,70.7,-5.0,489.0
1426336200000,70.0,-4.9,539.0
1426338000000,73.0,-5.5,467.0
1426339800000,73.7,-5.3,515.0
1426341600000,77.3,-6.0,451.0
1426343400000,79.0,-6.3,333.0
1426345200000,85.0,-6.6,180.0
1426347000000,86.3,-6.7,135.0
1426348800000,87.7,-7.0,58.0
1426350600000,88.0,-7.1,17.0
1426352400000,87.7,-7.2,5.0
1426354200000,87.7,-7.2,4.0
1426356000000,88.3,-7.1,4.0
1426357800000,89.0,-7.2,4.0
1426359600000,90.3,-7.3,4.0
1426361400000,91.7,-7.2,4.0
1426363200000,91.3,-7.2,4.0
1426365000000,92.3,-7.3,4.0
1426366800000,79.3,-6.8,8.0
1426368600000,69.3,-6.7,8.0
1426370400000,70.0,-6.8,7.0
1426372200000,71.0,-6.9,8.0
1426374000000,70.3,-6.7,8.0
1426375800000,73.3,-7.0,8.0
1426377600000,73.3,-6.9,8.0
1426379400000,74.3,-6.9,8.0
1426381200000,76.7,-7.0,8.0
1426383000000,77.0,-7.0,9.0
1426384800000,77.3,-7.1,8.0
1426386600000,76.7,-6.9,8.0
1426388400000,74.0,-6.8,8.0
1426390200000,74.3,-6.9,8.0
1426392000000,74.3,-7.0,8.0
1426393800000,74.0,-7.0,8.0
1426395600000,73.7,-7.0,13.0
1426397400000,72.0,-6.9,39.0
1426399200000,75.0,-6.9,99.0
1426401000000,80.0,-7.2,138.0
1426402800000,74.0,-6.7,184.0
1426404600000,74.0,-6.7,233.0
1426406400000,73.0,-6.5,282.0
1426408200000,71.3,-6.2,350.0
1426410000000,80.3,-6.6,381.0
1426411800000,78.3,-6.5,435.0
1426413600000,75.0,-6.1,494.0
1426415400000,68.0,-6.0,655.0
1426417200000,72.3,-5.9,786.0
1426419000000,65.3,-5.6,654.0
1426420800000,77.0,-6.7,436.0
1426422600000,78.0,-6.5,483.0
1426424400000,69.0,-4.8,463.0
1426426200000,69.0,-6.4,409.0
1426428000000,70.3,-6.5,434.0
1426429800000,71.7,-6.6,277.0
1426431600000,73.0,-6.8,152.0
1426433400000,74.0,-7.0,88.0
1426435200000,81.0,-7.3,51.0
1426437000000,83.7,-7.4,17.0
1426438800000,79.3,-7.4,5.0
1426440600000,81.3,-7.4,6.0
1426442400000,84.3,-7.4,8.0
1426444200000,84.3,-7.3,5.0
1426446000000,78.3,-7.0,6.0
1426447800000,74.3,-6.8,8.0
1426449600000,73.0,-6.7,9.0
1426451400000,75.0,-6.8,8.0
1426453200000,74.7,-6.8,8.0
1426455000000,74.3,-6.7,8.0
1426456800000,70.3,-6.2,7.0
1426458600000,75.7,-6.6,7.0
1426460400000,81.7,-6.7,8.0
1426462200000,80.3,-6.6,9.0
1426464000000,79.3,-6.4,9.0
1426465800000,83.7,-6.6,8.0
1426467600000,77.7,-6.0,9.0
1426469400000,75.7,-5.7,9.0
1426471200000,81.3,-6.2,7.0
1426473000000,79.7,-6.0,7.0
1426474800000,84.0,-6.2,8.0
1426476600000,82.3,-6.1,9.0
1426478400000,83.7,-6.1,9.0
1426480200000,83.3,-5.8,9.0
1426482000000,81.3,-5.7,21.0
1426483800000,80.0,-5.6,81.0
1426485600000,83.0,-5.7,131.0
1426487400000,86.0,-5.8,169.0
1426489200000,86.0,-5.7,209.0
1426491000000,85.3,-5.4,264.0
1426492800000,85.0,-4.8,323.0
1426494600000,86.3,-4.9,358.0
1426496400000,87.0,-5.5,316.0
1426498200000,87.7,-5.3,374.0
1426500000000,85.3,-5.1,455.0
1426501800000,78.7,-5.0,509.0
1426503600000,73.7,-4.7,579.0
1426505400000,74.7,-4.7,528.0
1426507200000,74.0,-4.7,435.0
1426509000000,75.3,-4.6,387.0
1426510800000,74.3,-4.4,359.0
1426512600000,72.7,-4.4,323.0
1426514400000,75.7,-4.5,202.0
1426516200000,85.7,-5.1,153.0
1426518000000,85.7,-5.1,163.0
1426519800000,87.7,-5.1,106.0
1426521600000,85.0,-5.1,45.0
1426523400000,87.3,-5.3,19.0
1426525200000,83.0,-5.1,9.0
1426527000000,81.7,-5.0,8.0
1426528800000,84.3,-5.2,8.0
1426530600000,81.3,-4.7,9.0
1426532400000,83.3,-4.9,7.0
1426534200000,86.0,-5.0,7.0
1426536000000,82.0,-4.5,6.0
1426537800000,85.7,-4.8,6.0
1426539600000,85.0,-4.4,4.0
1426541400000,88.7,-4.5,4.0
1426543200000,87.3,-4.4,4.0
1426545000000,85.0,-4.1,7.0
1426546800000,83.0,-3.9,6.0
1426548600000,83.0,-3.9,7.0
1426550400000,81.0,-3.7,6.0
1426552200000,86.7,-4.1,6.0
1426554000000,86.0,-4.2,7.0
1426555800000,86.0,-4.1,5.0
1426557600000,87.3,-4.4,8.0
1426559400000,80.0,-3.8,9.0
1426561200000,88.7,-4.3,5.0
1426563000000,89.0,-4.3,6.0
1426564800000,80.3,-3.7,8.0
1426566600000,77.7,-3.4,6.0
1426568400000,76.0,-3.2,18.0
1426570200000,77.7,-3.2,50.0
1426572000000,78.3,-3.2,98.0
1426573800000,76.3,-2.8,171.0
1426575600000,74.7,-2.6,223.0
1426577400000,76.3,-2.7,250.0
1426579200000,78.3,-2.8,278.0
1426581000000,77.3,-2.7,336.0
1426582800000,74.3,-2.3,372.0
1426584600000,75.3,-2.3,387.0
1426586400000,72.7,-2.2,408.0
1426588200000,75.7,-2.4,398.0
1426590000000,76.0,-2.5,412.0
1426591800000,77.3,-2.7,363.0
1426593600000,84.3,-3.2,336.0
1426595400000,82.3,-2.9,369.0
1426597200000,79.7,-2.7,323.0
1426599000000,79.0,-2.6,266.0
1426600800000,78.0,-2.4,221.0
1426602600000,74.7,-2.1,214.0
1426604400000,74.7,-2.2,185.0
1426606200000,73.3,-2.1,106.0
1426608000000,73.3,-2.1,58.0
1426609800000,77.3,-2.6,31.0
1426611600000,78.0,-2.9,10.0
1426613400000,78.3,-3.0,8.0
1426615200000,73.3,-2.5,8.0
1426617000000,71.7,-2.0,8.0
1426618800000,70.0,-1.8,9.0
1426620600000,70.3,-1.9,9.0
1426622400000,67.3,-1.7,9.0
1426624200000,70.3,-2.3,9.0
1426626000000,65.0,-2.0,9.0
1426627800000,64.0,-1.9,8.0
1426629600000,62.3,-1.9,8.0
1426631400000,62.0,-1.9,8.0
1426633200000,62.0,-1.8,8.0
1426635000000,63.7,-2.5,8.0
1426636800000,64.3,-2.8,8.0
1426638600000,61.3,-2.6,8.0
1426640400000,60.3,-2.4,8.0
1426642200000,60.0,-2.6,5.0
1426644000000,60.0,-2.5,8.0
1426645800000,57.3,-2.3,7.0
1426647600000,55.0,-2.3,8.0
1426649400000,54.7,-2.2,8.0
1426651200000,53.7,-2.6,8.0
1426653000000,52.7,-2.3,9.0
1426654800000,52.7,-2.4,27.0
1426656600000,54.0,-2.5,70.0
1426658400000,54.0,-2.2,161.0
1426660200000,56.3,-2.1,256.0
1426662000000,59.0,-1.9,337.0
1426663800000,57.3,-1.2,443.0
1426665600000,54.0,-0.7,489.0
1426667400000,44.0,2.4,478.0
1426669200000,45.3,1.7,580.0
1426671000000,52.0,0.1,660.0
1426672800000,55.3,-0.4,684.0
1426674600000,55.3,-0.5,696.0
1426676400000,54.7,0.0,686.0
1426678200000,58.3,-0.6,666.0
1426680000000,55.7,-0.1,633.0
1426681800000,56.3,0.0,579.0
1426683600000,49.7,0.6,533.0
1426685400000,53.7,0.1,461.0
1426687200000,62.7,-1.0,331.0
1426689000000,65.3,-1.4,249.0
1426690800000,67.3,-1.4,168.0
1426692600000,69.0,-1.8,66.0
1426694400000,71.0,-1.9,43.0
1426696200000,74.0,-2.3,24.0
1426698000000,75.3,-2.5,11.0
1426699800000,76.7,-2.7,8.0
1426701600000,78.3,-2.7,8.0
1426703400000,80.3,-2.6,8.0
1426705200000,81.7,-3.0,4.0
1426707000000,82.3,-2.9,4.0
1426708800000,80.7,-2.7,4.0
1426710600000,81.7,-2.5,6.0
1426712400000,81.7,-2.4,4.0
1426714200000,81.3,-2.5,4.0
1426716000000,81.7,-2.7,3.0
1426717800000,81.0,-2.6,3.0
1426719600000,79.0,-2.6,5.0
1426721400000,76.3,-2.9,6.0
1426723200000,73.3,-2.8,8.0
1426725000000,74.7,-3.2,7.0
1426726800000,76.7,-3.6,3.0
1426728600000,78.3,-3.7,3.0
1426730400000,81.0,-3.7,3.0
1426732200000,85.0,-3.7,3.0
1426734000000,86.7,-3.6,7.0
1426735800000,86.0,-3.5,8.0
1426737600000,77.0,-3.3,8.0
1426739400000,73.7,-3.5,8.0
1426741200000,73.3,-3.6,23.0
1426743000000,70.3,-2.9,93.0
1426744800000,69.3,-2.2,166.0
1426746600000,63.0,-0.9,274.0
1426748400000,64.3,-1.4,366.0
1426750200000,64.7,-1.4,445.0
1426752000000,61.0,1.0,499.0
1426753800000,61.7,0.2,555.0
1426755600000,56.3,1.3,599.0
1426757400000,61.3,-0.3,634.0
1426759200000,72.7,-1.9,658.0
1426761000000,74.0,-1.7,665.0
1426762800000,74.0,-1.4,656.0
1426764600000,73.0,-1.2,635.0
1426766400000,73.7,-1.5,589.0
1426768200000,70.3,-1.2,571.0
1426770000000,68.3,-0.9,506.0
1426771800000,64.0,-0.3,429.0
1426773600000,61.0,0.2,381.0
1426775400000,65.0,-0.5,299.0
1426777200000,69.0,-1.1,193.0
1426779000000,74.0,-1.9,66.0
1426780800000,74.3,-2.3,40.0
1426782600000,75.7,-2.6,18.0
1426784400000,77.7,-3.1,6.0
1426786200000,79.3,-3.4,4.0
1426788000000,80.0,-3.3,4.0
1426789800000,80.3,-3.3,4.0
1426791600000,81.0,-3.5,3.0
1426793400000,82.0,-3.5,4.0
1426795200000,77.7,-3.0,7.0
1426797000000,77.0,-3.0,8.0
1426798800000,75.7,-3.1,7.0
1426800600000,74.0,-2.9,7.0
1426802400000,69.3,-2.4,8.0
1426804200000,68.0,-1.8,8.0
1426806000000,70.7,-2.3,8.0
1426807800000,71.0,-2.2,8.0
1426809600000,71.7,-2.2,8.0
1426811400000,71.7,-2.0,9.0
1426813200000,72.0,-2.0,9.0
1426815000000,73.3,-2.6,9.0
1426816800000,73.3,-2.8,8.0
1426818600000,73.0,-2.8,8.0
1426820400000,72.7,-2.8,8.0
1426822200000,75.7,-2.6,8.0
1426824000000,73.7,-2.6,9.0
1426825800000,71.3,-2.7,9.0
1426827600000,70.7,-2.8,26.0
1426829400000,68.7,-2.5,106.0
1426831200000,65.7,-1.7,177.0
1426833000000,62.3,-1.4,286.0
1426834800000,60.7,-0.6,372.0
1426836600000,62.3,-0.7,454.0
1426838400000,57.3,-0.2,427.0
1426840200000,63.0,-0.7,242.0
1426842000000,66.3,-1.3,228.0
1426843800000,61.0,-0.4,458.0
1426845600000,57.0,0.5,604.0
1426847400000,49.7,2.0,627.0
1426849200000,54.3,0.9,621.0
1426851000000,54.0,0.9,582.0
1426852800000,44.3,3.7,554.0
1426854600000,41.3,4.6,517.0
1426856400000,41.3,4.9,492.0
1426858200000,54.3,0.9,422.0
1426860000000,47.0,3.1,375.0
1426861800000,48.7,1.6,287.0
1426863600000,51.7,0.3,186.0
1426865400000,55.7,-0.7,70.0
1426867200000,60.7,-1.4,49.0
1426869000000,63.7,-1.8,28.0
1426870800000,61.7,-1.6,10.0
1426872600000,63.3,-1.9,9.0
1426874400000,61.0,-1.5,8.0
1426876200000,62.3,-1.6,6.0
1426878000000,61.7,-1.5,6.0
1426879800000,62.7,-1.3,8.0
1426881600000,65.0,-1.5,8.0
1426883400000,64.7,-1.1,8.0
1426885200000,65.0,-0.9,8.0
1426887000000,66.3,-0.9,8.0
1426888800000,67.0,-0.9,9.0
1426890600000,68.0,-0.8,9.0
1426892400000,70.3,-1.0,9.0
1426894200000,72.0,-1.1,9.0
1426896000000,74.0,-1.3,9.0
1426897800000,75.3,-1.4,9.0
1426899600000,76.3,-1.4,9.0
1426901400000,78.3,-1.4,8.0
1426903200000,80.0,-1.4,9.0
1426905000000,81.0,-1.5,9.0
1426906800000,81.0,-1.4,9.0
1426908600000,81.3,-1.5,8.0
1426910400000,83.0,-1.6,9.0
1426912200000,88.7,-1.9,10.0
1426914000000,86.3,-1.9,26.0
1426915800000,87.7,-2.0,61.0
1426917600000,91.7,-2.2,86.0
1426919400000,90.0,-1.9,139.0
1426921200000,90.3,-2.0,207.0
1426923000000,93.3,-2.2,273.0
1426924800000,94.7,-2.3,289.0
1426926600000,95.0,-2.4,339.0
1426928400000,92.3,-2.2,385.0
1426930200000,90.0,-2.4,371.0
1426932000000,86.3,-1.6,452.0
1426933800000,80.3,-1.1,478.0
1426935600000,86.0,-2.0,407.0
1426937400000,84.0,-1.8,499.0
1426939200000,87.3,-2.3,353.0
1426941000000,90.3,-2.8,304.0
1426942800000,88.0,-2.3,322.0
1426944600000,88.3,-2.6,290.0
1426946400000,93.0,-3.2,226.0
1426948200000,91.7,-3.0,196.0
1426950000000,92.7,-3.3,180.0
1426951800000,94.0,-3.6,110.0
1426953600000,96.0,-4.0,47.0
1426955400000,97.0,-4.2,21.0
1426957200000,97.0,-4.4,6.0
1426959000000,97.0,-4.5,4.0
1426960800000,97.0,-4.6,5.0
1426962600000,97.0,-4.7,5.0
1426964400000,97.0,-5.0,4.0
1426966200000,96.0,-5.3,5.0
1426968000000,96.3,-5.5,5.0
1426969800000,96.0,-5.7,5.0
1426971600000,96.7,-5.8,4.0
1426973400000,96.0,-5.9,4.0
1426975200000,96.0,-6.0,4.0
1426977000000,96.0,-6.0,4.0
1426978800000,96.0,-6.2,4.0
1426980600000,96.0,-6.6,4.0
1426982400000,96.0,-6.8,4.0
1426984200000,95.7,-7.0,4.0
1426986000000,95.7,-7.2,4.0
1426987800000,95.0,-7.4,4.0
1426989600000,95.0,-7.7,4.0
1426991400000,95.0,-7.9,3.0
1426993200000,95.0,-8.1,2.0
1426995000000,95.0,-8.2,3.0
1426996800000,95.0,-8.4,4.0
1426998600000,95.0,-8.5,5.0
1427000400000,95.0,-8.5,19.0
1427002200000,95.0,-8.2,48.0
1427004000000,94.0,-8.0,108.0
1427005800000,94.0,-7.6,153.0
1427007600000,93.7,-7.1,190.0
1427009400000,93.0,-6.6,260.0
1427011200000,92.0,-6.2,256.0
1427013000000,91.3,-4.8,336.0
1427014800000,89.7,-3.6,376.0
1427016600000,87.7,-3.6,400.0
1427018400000,87.3,-3.9,427.0
1427020200000,87.3,-4.0,404.0
1427022000000,85.3,-3.5,449.0
1427023800000,82.0,-3.9,484.0
1427025600000,81.3,-3.5,430.0
1427027400000,79.3,-3.7,318.0
1427029200000,76.7,-3.9,336.0
1427031000000,74.7,-3.4,350.0
1427032800000,76.3,-3.8,300.0
1427034600000,77.0,-4.1,242.0
1427036400000,75.7,-4.2,206.0
1427038200000,76.0,-4.2,136.0
1427040000000,81.7,-4.9,88.0
1427041800000,82.3,-5.5,33.0
1427043600000,78.7,-5.6,11.0
1427045400000,77.7,-5.8,8.0
1427047200000,79.3,-6.2,7.0
1427049000000,78.3,-5.8,6.0
1427050800000,79.0,-6.1,9.0
1427052600000,77.7,-6.0,8.0
1427054400000,77.7,-5.9,7.0
